COMP_ID,CPNAME,CPADDRESS1,CPADDRESS2,CPCITY,CPSTATE,CPZIP,CPPHONE,CPFAX,CPNOTES,TRACK_NO,IBM_NO,TAX_ID_TYP,TAX_ID,CPGROUP,SOB,DISABILITY,GLIABILITY,WORKCOMP,HIC,CONTRACTOR,CTL_NO,DM,CN,CC,FH,SR,SPECINSP,SI_NO,MOD_BY,MOD_WHEN
5240,NY DOWNTOWN HOSPITAL,170 WILLIAM STREET,,NEW YORK,NY,10038,,,,,,C,,01,,,,,,,,,,,,,,,0,
5241,DFK TRINITY PLACE,11 TRINITY PLACE,,NEW YORK,NY,,,,,,,C,,01,,,,,,,,,,,,,,,0,
5242,KARTSONIS REALTY,31-16 30TH AVE SUITE 304,,ASTORIA,NY,11102,7182788500,,,,,C,,01,,,,,,,,,,,,,,,0,
5243,LORI KUPFER ARCHITECT,60 SUTTON PLACE SOUTH,3GS,NEW YORK,NY,10022,9176965015,2124816595,,,,C,,01,,,,,,,,,,,,,,,98,2015-01-23 14:38:38.998000
5244,CROSSFIT,930 ALTON ROAD,,MIAMI BEACH,FL,33139,3058785601,,,,,C,,01,,,,,,,,,,,,,,,0,
5245,BLOOMINGDALE'S INCORPORATED,1000 3RD AVENUE,,NEW YORK,NY,10022,2127053111,,,,,C,,01,,,,,,,,,,,,,,,54,2020-06-26 14:41:34.999000
5246,326 COLUMBUS LLC,101 WEST 70TH ST,,NEW YORK,NY,10023,2127126182,,,,,C,,01,,,,,,,,,,,,,,,0,
5247,NEWMARK GRUBB KNIGHT FRANK *,"1301 AVENUE OF THE AMERICAS, 42ND FLOOR",,NEW YORK,NY,10019,2123264701,2123264865,,,,C,,01,,,,,,,,,,,,,,,0,
5248,W&L GROUP CONSTRUCTION,61-32 171ST STREET,,FRESH MEADOWS,NY,11365,7189391002,,,39359,,C,201861061,01,,,,,,,,,,,,,,,0,
5249,"GREEN DESIGN CONSTRUCT, LLC",1834 LENOX ROAD,,SCHENECTADY,NY,12308,5184610148,,,,,C,,01,,,,,,,,,,,,,,,0,
5250,ERIC PALATNIK ATTORNEY,32 BROADWAY # 114,,NEW YORK,NY,10004,2124254343,,,,,C,,01,,,,,,,,,,,,,,,0,
5251,"259 MULBERRY STREET, LLC",544 HUDSON STREET,,NEW YORK,NY,10014,2129893100,,,,,C,,01,,,,,,,,,,,,,,,0,
5252,PHILLIPS NIZER LLP,666 FIFTH AVENUE,,NEW YORK,NY,10103,2129779700,2122625152,,,,C,,01,,,,,,,,,,,,,,,0,
5253,COMMODORE CONSTRUCTION,230 SOUTH FIFTH AVENUE,,MOUNT VERNON,NY,10550,9142973000,,,,,C,,01,,,,,,,,,,,,,,,0,
5254,SWITZER GROUP,"3 EAST 54TH STREET, 7TH FLOOR",,NEW YORK,NY,10022,2129221313,,,,,C,,01,,,,,,,,,,,,,,,0,
5255,DEPT. OF DESIGN & CONSTRUCTION*,30-30 THOMSON AVENUE,,LONG ISLAND CITY,NY,11101,7183911000,, (718) 391-1233,,,C,,01,,,,,,,,,,,,,,,0,
5256,LIRO GROUP COMPANY,MARINE 9- FIELD OFFICE,355 FRONT STREET,STATEN ISLAND,NY,10304,3478552934,3478576011,,,,C,,01,,,,,,,,,,,,,,,0,
5257,"SAGE & COOMBE ARCHITECTS, LLP.",12-16 VESTRY STREET,FIFTH FLOOR,NEW YORK,NY,10013,2122269600,,,,,C,,01,,,,,,,,,,,,,,,0,
5258,LORI J. BRAVERMAN,280 RIVERSIDE DRIVE,SUITE 4 A,NEW YORK,NY,10025,2127217625,,,,,C,,01,,,,,,,,,,,,,,,0,
5259,S ONE 2 INC.,101 ALLEN STREET,SUITE 1A,NEW YORK,NY,10002,2122748887,2122748994,,600212,,C,262366344,01,,,,,,,,,,,,,,,0,
5260,"FIREGUARD INSPECTION AGENCY, INC.","1230 AVENUE OF THE AMERICAS, 7TH FLOOR",,NEW YORK,NY,10020,2126186333,2129372195,,,,C,,01,,,,,,,,,,,,,True,000440,56,2012-11-02 11:02:01
5261,"AMBASSADOR CONSTRUCTION CO., INC.","317 MADISON AVENUE, 12TH FLOOR",,NEW YORK,NY,10017,2129221020,,,,,C,,01,,,,,,,,,,,,,,,0,
5262,"WALSH ASSOCIATES, INC.",168 IRVING AVENUE,,PORT CHESTER,NY,10573,9146909790,9146909795,,,,C,,01,,,,,,,,,,,,,,,0,
5263,"BUSKI TRADE DEVLOPMENT, INC.",1110 D SHERIDAN AVENUE,,ELIZABETH,NJ,07208,9083589496,8884230772,,11639,,C,,01,,,,,,,,,,,,,,,0,
5264,REDMONT REALTY COMPANY LLC,6 COLONIAL LAKE DRIVE,,LAWRENCEVILLE,NJ,08648,9087253811,,,,,C,,01,,,,,,,,,,,,,,,0,
5265,R F S C INC. C/O BLDG MANAGEMENT,"417 FIFTH AVENUE, 4TH FLOOR",,NEW YORK,NY,10016,2126244300,,,,,C,,01,,,,,,,,,,,,,,,0,
5266,"VINCENT MARTINEAU ARCHITECT, PC",254 36TH STREET,SUITE C249,BROOKLYN,NY,11232,2125615322,2129936060,,,,C,,01,,,,,,,,,,,,,,,98,2016-07-13 11:26:15.999000
5267,VERIZON,330 ROUTE 10,,WHIPPANY,NJ,07981,,,,,,C,,01,,,,,,,,,,,,,,,0,
5268,SPECTRUM,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,0,
5269,888 PARK AVENUE INC.,888 PARK AVENUE,,NEW YORK,NY,10021,2123502834,,,,,C,,01,,,,,,,,,,,,,,,0,
5270,PAUL RYAN ASSOCIATES,"7 WEST 22ND STREET, 3RD FLOOR",,NEW YORK,NY,10010,2126148700,,"www.ryanassociates.com

",034707,27863,C,942742730,01,,,,,,True,,,,,,,,,0,
5272,BERGMEYER ARCHITECTURAL P.C.,51 SLEEPER STREET,,BOSTON,MA,02210,6175421025,,,,,C,,01,,,,,,,,,,,,,,,0,
5273,"452 5TH OWNERS, LLC",452 5TH AVE,,NEW YORK,NY,10018,2123959084,,,,,C,,01,,,,,,,,,,,,,,,0,
5274,ILIAD REALTY GROUP,745 5TH AVENUE-33RD FLOOR,,NEW YORK,NY,10151,2127150700,2127150420,,,,C,,01,,,,,,,,,,,,,,,0,
5275,C/O HARVEY & HACKETT,420 LEXINGTON AVE SUITE 2432,,NEW YORK,NY,10170,2129728935,,,,,C,,01,,,,,,,,,,,,,,,0,
5276,NEW LINE STRUCTURES INC.,"512 SEVENTH AVENUE, 15TH FLOOR",,NEW YORK,NY,10018,2122803019,,,614487,,C,474246288,01,,2020-07-06,2020-02-13,2020-07-01,,True,,True,True,True,False,True,,,31,2019-12-13 14:29:55
5277,REGENCY 44TH STREET LLC,"180 GLASTONBURY BOULEVARD, SUITE 200",,GLASTONBURY,CT,06033,8603682805,,,,,C,,01,,,,,,,,,,,,,,,0,
5278,CORNERSTONE REAL ESTATE ADVISERS LLC,ONE FINANCIAL PLAZA SUITE 1700,,HARTFORD,CT,06103,8605092200,,,,,C,,01,,,,,,,,,,,,,,,0,
5279,"GALVIN BROTHERS, INC.",149 STEAMBOAT ROAD,,GREAT NECK,NY,11024,5164663785,5164663607,,604624,05942,C,264699648,01,,,,,,True,,,,,,,,,144,2018-03-19 10:48:33.999000
5280,UB CONSTRUCTION INC,145 4TH AVENUE SUITE F6,,NEW YORK,NY,10003,2126841815,,,605671,,C,800621235,01,,,,,,,,,,,,,,,56,2014-05-02 16:35:23
5281,124 EAST 63RD STREET LLC,520 EAST 86TH STREET,,NEW YORK,NY,10065,2128887400,,,,,C,,01,,,,,,,,,,,,,,,0,
5282,KUTNICKI BERNSTEIN ARCHITECTS,"277 BROADWAY, 17TH FLOOR",,NEW YORK,NY,10007,2124315552,2124315663,,,,C,,01,,,,,,,,,,,,,,,33,2017-04-04 14:10:04.999000
5283,251 CENTRAL PARK WEST HOUSING LIMITED,251 CENTRAL PARK WEST,,NEW YORK,NY,10024,2125807500,,,,,C,,01,,,,,,,,,,,,,,,0,
5284,SCARSDALE SECURITY SYSTEMS INC.,132 MONTGOMERY AVENUE,,SCARSDALE,NY,10583,9147222222,,,,,C,,01,,,,,,,,,,,,,,,0,
5285,"ICS JUNCTION II, LLC",37-80 JUNCTION BLVD,,QUEENS,NY,11372,2125636400,2126299424,,,,C,,01,,,,,,,,,,,,,,,0,
5286,SITE SAFETY LLC,"21 EAST 38TH STREET, 12TH FLOOR",,NEW YORK,NY,10018,2126837200,,,,,C,,01,,,,,,,,,,,,,,,31,2017-03-17 14:25:17.999000
5287,PAWLOWSKI ENTERPRISES LLC,40 BAYVIEW ROAD,,SOUTHAMPTON,NY,11968,9174076800,,,606098,,C,161730544,01,,,,,,True,,,,,,,,,0,
5288,COMBINED RESOURCES INTERIORS,101 SHEER PLAZA,,PLAINVIEW,NY,11803,5167771159,,,607894,,C,113578305,01,,2012-12-31,2012-01-01,2012-01-01,,True,,,,,,,,,0,
5289,"OSI RESTAURANT PARTNERS, LLC",2202 N WEST SHORE BLVD / 5TH FLOOR,,TAMPA,FL,33607,8132821225,8133878613,,,,C,,01,,,,,,,,,,,,,,,0,
5290,OCEAN AND COASTAL CONSULTANTS ENGINEERIN,35 CORPORATE DRIVE,,TRUMBULL,CT,06611,2032685007,2302685521,,,,C,,01,,,,,,,,,,,,,,,0,
5291,THE LIRO GROUP,970 RICHMOND AVENUE,,STATEN ISLAND,NY,10314,7184943873,7184943428,,,,C,,01,,,,,,,,,,,,,,,0,
5292,"FIVE BORO ASSOCIATES, INC.",66 INDUSTRIAL LOOP,,STATEN ISLAND,NY,10309,7182276530,7182276570,,,,C,,01,,,,,,,,,,,,,,,0,
5293,AECOM,1 FORLD FINANCIAL CENTER,200 LIBERTY STREET,NEW YORK,NY,10281,,,,,,C,,01,,,,,,,,,,,,,,,0,
5294,GLUCKMAN MAYNER ARCHITECTS,250 HUDSON STREET,,NEW YORK,NY,10013,2129290100,,,,,C,,01,,,,,,,,,,,,,,,0,
5295,ONE LEXINGTON AVENUE INC,1 LEXINGTON AVENUE,,NEW YORK,NY,10011,2124736288,,,,,C,,01,,,,,,,,,,,,,,,0,
5296,215 EAST GUNHILL LP,ONE PENN PLAZA,,NEW YORK,NY,10023,2125642111,,,,,C,,01,,,,,,,,,,,,,,,0,
5297,JESSICA FENSTERSTOCK,"310 EAST 70TH STREET, APT 3D",,NEW YORK,NY,10021,,,,,,C,,01,,,,,,,,,,,,,,,0,
5298,COLUMBIA PRODUCTS STUDIO,"221 MCKIBBEN STREET, UNIT 14",,BROOKLYN,NY,11206,,,,,,C,,01,,,,,,,,,,,,,,,0,
5299,JOHN ESPOSITO DESIGNER,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,0,
5300,FRANCESCO PEDULLA,8322 12TH AVENUE,,BROOKLYN,NY,11228,,,,,,C,,01,,,,,,,,,,,,,,,0,
5301,DIVISION OF SCHOOL FACILITIES,44-36 VERNON BLVD,,LONG ISLAND CITY,NY,11101,7183495405,,,,,C,,01,,,,,,,,,,,,,,,0,
5302,ELIE TAHARI,"510 5TH AVENUE, 3RD FLOOR",,NEW YORK,NY,10036,2127632529,2127632994,,,,C,,01,,,,,,,,,,,,,,,0,
5303,PAL ENVIRONMENTAL SAFETY,11-02 QUEENS PLAZA,,LONG ISLAND CITY,NY,11101,7183490900,7183492800,,002847,,C,113167874,01,,2019-09-30,2018-12-13,2018-12-13,,True,,,,,,,,,33,2018-12-04 15:48:19
5304,VORNADO OFFICE MANAGEMENT LLC,ELEVEN PENN PLAZA,,NEW YORK,NY,10001,2123561525,2129671091,,,,C,,01,,,,,,,,,,,,,,,0,
5305,VAN CORTLANDT PARK CONSERVANCY,1 BRONX RIVER PARKWAY,,BRONX,NY,10462,7184301890,,,,,C,,01,,,,,,,,,,,,,,,0,
5306,"94-00 LIBERTY AVENUE, INC.",1640 S. SEPULVEDA BOULEVARD #320,,LOS ANGELES,CA,90025,3108262466,3108263505,,,,C,,01,,,,,,,,,,,,,,,0,
5307,BALKAN INC,71 HELENA AVENUE,,YONKERS,NY,10710,6469963040,,,39169,,C,030534056,01,,,,,,,,,,,,,,,0,
5308,VEBICON CONSTRUCTION CORP,16 SNOWDROP DRIVE,,NEW YORK,NY,10956,8456389145,,,017767,,C,134190689,01,,2012-10-21,2012-08-23,2012-10-03,,True,,,,,,,,,0,
5309,500 LINCOLN OWNER LLC C/O ESSEX CAPITAL,"635 MADISON AVENUE, SUITE 1300",,NEW YORK,NY,10022,2128880800,,,,,C,,01,,,,,,,,,,,,,,,0,
5310,FRENCH INSTITUTE ALLIANCE FRANCAISE,22 EAST 60TH STREET,,NEW YORK,NY,10022,6463886618,2129354119,,,,C,,01,,,,,,,,,,,,,,,0,
5312,NORTH SHORE PLUMBING INC.,254 HURON STREET,,BROOKLYN,NY,11222,7183897900,,,1772,,C,201201887,01,,,,,,,,,,,,,,,44,2012-10-24 12:04:11
5313,SUNGEVITY SOLAR HOME SPECIALISTS,66 FRANKLIN STREET,,OAKLAND,CA,94607,5104965627,,,,,C,,01,,,,,,,,,,,,,,,0,
5314,KOSTOW GREENWOOD ARCHITECTS LLP,"594 BROADWAY, SUITE 300",,NEW YORK,NY,10012,2123340116,2122262443,,,,C,,01,,,,,,,,,,,,,,,0,
5315,"CITY OF NEW YORK, DEPT. GEN. SERV.",2 LAFAYETTE STREET,ROOM 1802,NEW YORK,NY,10007,2124420250,,,,,C,,01,,,,,,,,,,,,,,,0,
5316,JOSEPH B. SCHWARTZ,11 JOHN STREET,,NEW YORK,NY,10038,2128764113,,,,,C,,01,,,,,,,,,,,,,,,0,
5317,1800 BARTEND,9 RED OAK COURT,,CALVERTON,NY,11933,,,,,,C,,01,,,,,,,,,,,,,,,0,
5318,"DAVID SCHWARTZ, AIA",75 WEST END AVENUE C23H,,NEW YORK,NY,10023,6464061190,,,,,C,,01,,,,,,,,,,,,,,,33,2018-11-07 12:53:51
5319,F&D IMPROVEMENTS INC,4906 20TH AVENUE,,BROOKLYN,NY,11204,7183777746,,,035699,,C,112738826,01,,,,,,,,,,,,,,,0,
5320,BARONE MANAGEMENT LLC,168-04 CRYDERS LANE,,WHITESTONE,NY,11357,7187476994,,PIN#: W2541,605065,31643,C,205493140,01,,2013-04-01,2013-11-07,2013-05-18,,True,,True,False,True,True,False,,,31,2013-02-08 12:56:53.999000
5321,DESIGNREPUBLIC,450 PARK AVENUE,,NEW YORK,NY,10022,6467473736,,,,,C,,01,,,,,,,,,,,,,,,0,
5322,"ABS PARTNERS REAL ESTATE, LLC.",200 PARK AVENUE SOUTH,10TH FLOOR,NEW YORK,NY,10003,2124009478,2124009494,,,,C,,01,,,,,,,,,,,,,,,20,2017-05-16 18:30:34.999000
5323,CALABRESE ASSOCIATES INC.,"128 MOTT STREET, SUITE 307",,NEW YORK,NY,10013,2122741848,2122741883,,,,C,,01,,,,,,,,,,,,,,,0,
5324,"ACTION ENVIRONMENTAL SYSTEMS, LLC",920 EASR 132ND STREET,,BRONX,NY,10454,9736237600,,,,,C,,01,,,,,,,,,,,,,,,0,
5325,THE LEGACY CENTER,61-16 MYRTLE AVENUE,,GLENDALE,NY,11385,3472924852,,,,,C,,01,,,,,,,,,,,,,,,0,
5326,CHRIST TABERNACLE,64-36 MYRTLE AVENUE,,GLENDALE,NY,11385,7183868882,,,,,C,,01,,,,,,,,,,,,,,,0,
5327,245 FIFTH OWNER LLC,3 COLUMBUS CIRCLE,23RD FLOOR,NEW YORK,NY,10036,2128084000,2125048022,,,,C,,01,,,,,,,,,,,,,,,54,2013-02-20 15:27:58.999000
5328,AIRPLUS ENVIRONMENTAL SERVICES INC,"433 KINGSTON AVE, SUITE 7",,BROOKLYN,NY,11225,7187566205,7187565782,,,,C,,01,,,,,,,,,,,,,,,0,
5329,"SAFON, LLC C/O NEWMARK KNIGHT FRANK",PO BOX 17633,,ARLINGTON,VA,22216,,,,,,C,,01,,,,,,,,,,,,,,,0,
5330,THE CHURCH OF THE EPIPHANY,1393 YORK AVENUE,,NEW YORK,NY,10021,2127372720,2127373217,,,,C,,01,,,,,,,,,,,,,,,0,
5331,"GANSEVOORT STREET, LLC",544 HUDSON STREET,,NEW YORK,NY,10014,2129893100,,,,,C,,01,,,,,,,,,,,,,,,0,
5332,RIINA  OLVET,65-14 77TH PLACE,,QUEENS,NY,11379,,,,,,C,,01,,,,,,,,,,,,,,,0,
5333,NYC HOUSING AUTHORITY,250 BROADWAY 10TH FLOOR,,NEW YORK,NY,10007,2123066037,2123068446,,,,C,,01,,,,,,,,,,,,,,,0,
5334,EASTMAN COOKE & ASSOCIATES LLC,20 WEST 22ND STREET,,NEW YORK,NY,10010,2122652191,2122652089,,,,C,,01,,,,,,,,,,,,,,,0,
5335,SOFIA YANG,"1991 BROADWAY, APT 16B/C",,NEW YORK,NY,10023,,,,,,C,,01,,,,,,,,,,,,,,,0,
5336,AARON RETTER,,,,,,,,,,,C,,01,,,,,,,,,,,,,,,0,
5337,BEL CANTO CONDOMINIUM,1991 BROADWAY,,NEW YORK,NY,10023,,,,,,C,,01,,,,,,,,,,,,,,,0,
5338,JOSEPH QUINTESSENZA,60 TUCKAHOE AVENUE,,EASTCHESTER,NY,10709,9174058371,,,,,C,,01,,,,,,,,,,,,,,,0,
5339,"D.H. CHARLES ENGINEERING, INC.","119 ABERDEEN DRIVE, SUITE 8",,CARDIFF BY THE SEA,CA,92007,7604369756,7604369757,,,,C,,01,,,,,,,,,,,,,,,0,
5340,STUDIO GARNEAU,20 PINE STREET  #3104,,NEW YORK,NY,10005,9178053327,,,,,C,,01,,,,,,,,,,,,,,,19,2013-02-25 09:47:38.999000
5341,MDH CONSULTING LLC,1826 SOUTH LAFAYETTE STREET,,DENVER,CO,80210,3038240676,,,,,C,,01,,,,,,,,,,,,,,,0,
5342,GREENPOINT MANUFACTURING & DESIGN CENTER,1155-1205 MANHATTAN AVE,,BROOKLYN,NY,11222,7183833935,,,,,C,,01,,,,,,,,,,,,,,,0,
5343,FRADKIN & MCALPIN ARCHITECTS,"920 BROADWAY, SUITE 904",,NEW YORK,NY,10010,2125295740,2122600532,,,,C,,01,,,,,,,,,,,,,,,0,
5344,DR. JATIN KAPADIA,,,,,,5163841937,,,,,C,,01,,,,,,,,,,,,,,,0,
5345,"62 WOOSTER, LLC C/O THINK GREENE, LLC","340 ROYAL PALM WAY, 2ND FLOOR",,PALM BEACH,FL,33480,,,,,,C,,01,,,,,,,,,,,,,,,0,
5346,QUENNELL ROTHSCHILD & PARTNERS LLP,132 NASSAU ST,SUITE 1300,NEW YORK,NY,10038,2129293330,,,,,C,,01,,,,,,,,,,,,,,,158,2017-10-27 14:11:08
5347,TISHMAN SPEYER,45 ROCKEFELLER PLAZA,,NEW YORK,NY,10111,2127150300,2123191745,,,,C,137087445,01,,,,,,,,,,,,,,,120,2020-12-01 15:51:10.999000
5348,"SAKELE BROTHERS, LLC",7 DEY STREET,,NEW YORK,NY,10007,2129620463,,,,,C,,01,,,,,,,,,,,,,,,0,
5349,PRIMA PAVING CORP.,1 BURNS AVENUE,,HICKSVILLE,NY,11801,5166818700,,,610747,,C,112488342,01,,,,,,True,,,,,,,,,31,2013-05-23 13:53:36.999000
5350,"CHRISTOFLE SILVER, INC",11 EAST 26TH ST,15TH FLOOR,NEW YORK,NY,10010,2122845106,2127396855,,,,C,,01,,,,,,,,,,,,,,,0,
5351,MOSES AND BERNICE FRIED FAMILY TRUST,3417 AVENUE J,,BROOKLYN,NY,11210,7183774817,,,,,C,,01,,,,,,,,,,,,,,,0,
5352,MEDITERRANEAN MARBLE & TILE INC.,36 LAURIE BLVD,,BETHPAGE,NY,11714,5169327697,,,13014,,C,113390994,01,,,,,,,,,,,,,,,0,
5353,M&T BANK,745 RT. 17M,,MONROE,NY,10950,8457827251,,,,,C,,01,,,,,,,,,,,,,,,0,
5354,STUDIOS ARCHITECTURE,"588 BROADWAY, SUITE 702",,NEW YORK,NY,10012,2122043367,,,,,C,,01,,,,,,,,,,,,,,,120,2018-04-25 17:22:27.999000
5355,NORMANDY PROPERTIES,1370 AVENUE OF THE AMERCIAS,,NEW YORK,NY,10019,,,,,,C,,01,,,,,,,,,,,,,,,0,
5356,SGRC 70 LLC,230 E 85 ST,,NEW YORK,NY,10028,2127728830,,,,,C,,01,,,,,,,,,,,,,,,0,
5357,RIVER LOFTS CONDOMINIUMS,666 BROADWAY,,NEW YORK,NY,10012,2125295688,,,,,C,,01,,,,,,,,,,,,,,,0,
5358,202 CO. LLC C/O DIGBY MGMT CO,59 EAST 54TH ST,ROOM 51,NEW YORK,NY,10022,2127553063,,,,,C,,01,,,,,,,,,,,,,,,0,
5359,WOOD MACKENZIE INC.,"30 ROWES WHARF, SUITE 430",,BOSTON,MA,02110,,,,,,C,,01,,,,,,,,,,,,,,,0,
5360,JOHN MCLEAN ARCHITECT,31 MAMARONECK AVENUE 404,,WHITE PLAINS,NY,10601,9142859365,9142890491,,,,C,,01,,,,,,,,,,,,,,,0,
5361,"W.J. DEL PICO, INC.",PO BOX 1300,,PEMBROKE,MA,02359,5088894228,,,,,C,,01,,,,,,,,,,,,,,,0,
5362,PERMANENT MISSION OF THE CZECH REPUBLIC,1109 MADISON AVENUE,,NEW YORK,NY,10028,6467550481,,,,,C,,01,,,,,,,,,,,,,,,0,
5363,STUDIO SHAMOUN ARCHITECTURE PLLC,140 EVANS AVENUE,,ELMONT,NY,11003,5163541022,,,,,C,,01,,,,,,,,,,,,,,,0,
5364,CASSIDY TURLEY,277 PARK AVENUE,,NEW YORK,NY,10172,2127580800,2127586192,,,,C,,01,,,,,,,,,,,,,,,0,
5365,"EMBREE CONSTRUCTION GROUP, INC.",4747 WILLIAMS DRIVE,,GEORGRTOWN,TX,78633,5128194959,,,,,C,,01,,,,,,,,,,,,,,,120,2017-10-06 11:14:38.999000
5366,"CITIBANK, NA",388 GREENWICH STREET,11TH FLOOR,NEW YORK,NY,10013,2128160391,,,,,C,,01,,,,,,,,,,,,,,,0,
5367,ANDY ROBINSON,206 CLIFF AVE,,PELHAM,NY,10803,,,,,,C,,01,,,,,,,,,,,,,True,001102,161,2020-11-05 12:14:52.999000
5368,THORSON BAKER + ASSOCIATES,3030 WEST  STREETSBORO ROAD,(RT. 303),RICHFIELD,OH,44286,3306596688,3306596675,,,,C,,01,,,,,,,,,,,,,,,120,2018-04-17 16:34:07.999000
5369,3GR/228 LLC,230 EAST 85TH ST,,NEW YORK,NY,10028,2127728830,,,,,C,,01,,,,,,,,,,,,,,,0,
5370,RUTH WACHSPRESS,"175 ADAMS STREET, APT 5E",,BROOKLYN,NY,11201,,,,,,C,,01,,,,,,,,,,,,,,,0,
5371,ALEXANDRA VON OBELITZ,"250 WEST 27TH STREET, APT 3A",,NEW YORK,NY,10001,,,,,,C,,01,,,,,,,,,,,,,,,0,
5372,J.M. LIN ARCHITECT,175-07 73RD STREET,,FRESH MEADOWS,NY,11366,7185911176,,,,,C,,01,,,,,,,,,,,,,,,0,
5373,BARANI CONSTRUCTION INC,84-18 89TH STREET,,WOODHAVEN,NY,11421,9176815395,,,606499,,C,263780923,01,,,,,,,,,,,,,,,0,
5374,502 9TH AVENUE LLC C/O DAVID COHEN,18101 COLLINS AVENUE #4008,,SUNNY ISLES BEACH,FL,33160,,,,,,C,,01,,,,,,,,,,,,,,,0,
5375,INTERNATIONAL GEOTECHNICAL STRUCTURAL LA,34-01 BROADWAY,,ASTORIA,NY,11106,7187261527,7189560274,,,,C,,01,,,,,,,54,,,,,,,,0,
5376,DRAFT MASTER ENGINEERING P.C.,35-28 41 STREET,,L.I.C.,NY,11101,,,,,,C,,01,,,,,,,,,,,,,,,0,
5377,GRECO BROS. READY MIX CONCRETE,87-13 ROCKAWAY BOULEVARD,,OZONE PARK,NY,11416,7188495200,7188434076,,,,C,,01,,,,,,,,,,,,,,,0,
5378,MUNICIPAL TESTING LABORATORIES INC.,375 RABRO DRIVE,,HAUPPAUGE,NY,11788,6317615555,,Concrete Testing Lab License # 19,,,C,,01,,,,,,,19,,,,,,True,000230,20,2014-06-26 10:41:52.999000
5379,"D. ANTHONY BEALE, LLC",8634 TUTTLE ROAD,,SPRINGFIELD,VA,22152,2026692272,,,,,C,,01,,,,,,,,,,,,,,,0,
5380,TRIBECA FILM FESTIVAL,375 GREENWICH STREET - 7TH FLOOR,,NEW YORK,NY,10013,2129412345,,,,,C,,01,,,,,,,,,,,,,,,0,
5381,DERFNER MANAGEMENT,245 EAST 80TH STREET,,NEW YORK,NY,10021,2127442727,,,,,C,,01,,,,,,,,,,,,,,,0,
5382,YAO W. GUO ARCHITECTS,141 WEST 28TH STREET,,NEW YORK,NY,10001,9173767788,,,,,C,,01,,,,,,,,,,,,,,,0,
5383,NIKOS D. ANDREADIS,46-02 BROADWAY,,ASTORIA,NY,11103,7187266300,7189564975,,,,C,,01,,,,,,,,,,,,,,,0,
5384,BELLEVUE SOUTH ASSOCIATES C/O PHIPPS,"902 BROADWAY, 13TH FLOOR",,NEW YORK,NY,10010,2122439090,,,,,C,,01,,,,,,,,,,,,,,,0,
5385,WIDGEON MGT CORP/MILLTEX DIST LLC,233 BROADWAY SUITE 2220,,NEW YORK,NY,10279,2127327450,,,,,C,,01,,,,,,,,,,,,,,,0,
5386,4916 BROADWAY REALTY/ CO BLDG,"417 FIFTH AVENUE, 4TH FLOOR",,NEW YORK,NY,10016,2126244300,,,,,C,,01,,,,,,,,,,,,,,,0,
5387,"CITI STRUCTURE, LLC","44 HUDSON PLACE, 2ND FLOOR",,HOBOKEN,NJ,07030,2017984470,2017981228,,29817,23521,C,223793085,01,,,,,,,,,,,,,,,19,2014-06-05 16:17:40.999000
5388,BATTERY PARK CITY AUTHORITY,ONE WORLD FINANCIAL CENTER,,NEW YORK,NY,10281,2124174304,,,,,C,,01,,,,,,,,,,,,,,,0,
5389,ECHO HOUSING DEVELOPMENT FUND C/O PHIPPS,"902 BROADWAY, 13TH FLOOR",,NEW YORK,NY,10010,2122439090,,,,,C,,01,,,,,,,,,,,,,,,0,
5390,BAY RESTORATION CORP,34-47 62ND STREET,,WOODSIDE,NY,11377,7182040062,,,034424,,C,113357987,01,,,,,,,,,,,,,,,20,2016-03-14 12:28:40.998000
5391,HRC CORPORATION,156 5TH AVENUE,SUITE 300,NEW YORK,NY,10010,2128077664,,,,,C,,01,,,,,,,,,,,,,,,0,
5392,"PENMARK MANAGEMENT, LLC",820 SECOND AVENUE,,NEW YORK,NY,10017,6464856166,6464727628,,,,C,,01,,,,,,,,,,,,,,,0,
5393,RGF DEVELOPMENT CORP,"69 HARNEY ROAD, SUITE 5",,SCARSDALE,NY,10583,9144069877,,,,,C,,01,,,,,,,,,,,,,,,19,2015-03-20 15:43:53
5394,"DB GRANT ASSOCIATES, INC.","60 MADISON AVENUE, 7TH FLOOR",,NEW YORK,NY,10010,,,,,,C,,01,,,,,,,,,,,,,,,0,
5395,"STEVEN M. KELLER, AIA, ARCHITECT",17 KEELER STREET,,HUNTINGTON,NY,11743,6312719505,6312719533,,,,C,,01,,,,,,,,,,,,,,,0,
5396,"LEE'S MOTORS, INC.",139-65 QUEENS BLVD,,JAMAICA,NY,11435,7186575500,,,,,C,,01,,,,,,,,,,,,,,,0,
5397,"CROWN BLUEPOINT, LLC","362 FIFTH AVENUE, 1201",,NEW YORK,NY,10001,2126290611,,,,,C,,01,,,,,,,,,,,,,,,0,
5398,DERMODY PROPERTIES,ONE TOWER BRIDGE,"100 FRONT STREET, SUITE 265",WEST CONSHOHOCKEN,PA,19428,,6108343701,,,,C,,01,,,,,,,,,,,,,,,0,
5399,CGNY RENOVATIONS INC,33-02 38TH AVENUE,,LONG ISLAND CITY,NY,11101,7187868533,7187868557,,604907,,C,113479199,01,,2012-06-05,2012-04-07,2012-04-07,,True,,,,,,,,,0,
